writing to file
0.0141309	0.0141309
0.0377033	0.0235723
0.060833	0.0231297
0.072754	0.011921
0.0814757	0.00872161
0.100368	0.0188927
0.122146	0.0217777
0.142902	0.020756
0.163262	0.0203598
0.171282	0.00802049
0.194	0.0227175
0.207709	0.0137088
0.216116	0.00840771
0.248129	0.0320129
0.256002	0.00787244
0.279096	0.023094
0.286976	0.00787985
0.311298	0.0243224
0.319258	0.00796007
0.346888	0.0276296
0.354906	0.00801807
0.379139	0.0242332
0.387385	0.00824571
0.407022	0.0196371
0.41508	0.00805819
0.422842	0.00776185
0.43111	0.00826859
0.439497	0.00838686
0.457816	0.0183184
0.466037	0.00822168
0.474412	0.00837435
0.481787	0.00737489
0.510733	0.0289462
0.518908	0.00817556
0.550844	0.0319357
0.570204	0.0193598
0.578242	0.00803762
0.593664	0.015422
0.601841	0.00817769
0.626162	0.0243212
0.642815	0.0166529
0.658106	0.0152908
0.682914	0.0248079
0.690865	0.00795079
0.70757	0.0167056
0.723369	0.0157986
0.753899	0.0305303
0.761707	0.00780744
0.780822	0.0191151
0.795217	0.0143948
0.806737	0.0115203
0.820794	0.0140566
0.828736	0.00794278
0.840203	0.0114663
0.848268	0.00806523
0.866173	0.0179053
0.874386	0.00821259
0.882517	0.00813139
0.890279	0.00776187
0.910743	0.0204639
0.924003	0.0132596
0.941085	0.0170829
0.964538	0.0234524
0.984656	0.0201184
0.992836	0.00818039
1.01341	0.0205722
1.02183	0.00841924
1.04897	0.0271457
1.06955	0.0205779
1.07805	0.00850333
1.08616	0.00810014
1.1058	0.0196481
1.12755	0.0217437
1.15483	0.027288
1.17014	0.0153019
1.19126	0.0211233
1.2146	0.0233398
1.22314	0.00853886
1.23673	0.0135956
1.2454	0.00866918
1.27463	0.0292234
1.29207	0.017447
1.30072	0.00864164
1.32346	0.0227399
1.3321	0.00864952
1.35206	0.0199524
1.36888	0.0168276
1.38035	0.0114623
1.39506	0.0147144
1.41558	0.020518
1.42414	0.00855871
1.45112	0.0269786
1.45933	0.00821072
1.47482	0.0154927
1.48299	0.00816523
1.50555	0.0225618
1.51404	0.00848894
1.52252	0.00848212
1.53092	0.00840493
1.55598	0.0250567
1.56457	0.00859131
1.59076	0.026185
1.599	0.00824105
1.62792	0.0289213
1.6362	0.00828557
1.66117	0.0249634
1.68725	0.0260836
1.70254	0.0152862
1.72252	0.0199859
1.73102	0.00849507
1.73919	0.00816721
1.76177	0.0225852
1.7741	0.0123302
1.78247	0.00837256
1.80056	0.018082
1.81123	0.0106755
1.83478	0.0235506
1.85572	0.0209365
1.87089	0.0151722
1.89195	0.021064
1.91306	0.0211053
1.92471	0.0116486
1.93552	0.0108107
1.95118	0.0156589
1.97893	0.0277481
1.98752	0.00859625
1.9959	0.00837561
2.02458	0.0286782
2.05082	0.0262409
2.0717	0.0208875
2.08315	0.0114416
2.10784	0.0246964
2.12764	0.019793
2.15465	0.0270159
2.17795	0.0233033
2.19014	0.0121849
2.20694	0.0168001
2.23309	0.0261508
2.25242	0.0193325
2.27036	0.0179346
2.29876	0.0284027
2.32473	0.0259676
2.34533	0.0206075
2.37291	0.0275729
2.38751	0.0146002
2.41349	0.0259833
2.4376	0.0241126
2.44606	0.00846089
2.45445	0.0083804
2.48325	0.0288037
2.50652	0.0232701
2.51505	0.00853215
2.53614	0.0210885
2.55496	0.0188238
2.58114	0.026173
2.61068	0.0295487
2.61881	0.00812221
2.63686	0.0180504
2.64527	0.00841291
2.66916	0.0238856
2.69026	0.0211004
2.69868	0.00842662
2.72697	0.0282821
2.74903	0.0220613
2.7591	0.0100702
2.78074	0.0216412
2.80266	0.0219191
2.82441	0.0217534
2.84341	0.0190021
2.86412	0.0207032
2.89161	0.027496
2.90007	0.00846175
2.92257	0.0224945
2.94283	0.020258
2.96526	0.0224294
2.98584	0.0205803
3.01416	0.0283286
3.03642	0.0222554
3.0446	0.00818381
3.06735	0.0227474
3.07561	0.00825606
3.08724	0.0116328
3.09556	0.00832156
3.12121	0.0256443
3.1425	0.0212982
3.15902	0.0165166
3.17311	0.0140942
3.1941	0.0209874
3.20235	0.0082488
3.21079	0.00843767
3.22785	0.0170633
3.2424	0.0145502
3.25917	0.0167639
3.28912	0.0299567
3.2969	0.00777731
3.30508	0.00818342
3.33446	0.0293764
3.35373	0.0192706
3.36215	0.00841592
3.39078	0.0286301
3.41134	0.0205606
3.42655	0.0152116
3.4348	0.00825428
3.44913	0.0143273
3.46345	0.0143217
3.47141	0.00796157
3.49216	0.0207509
3.51402	0.0218566
3.52162	0.00759421
3.54359	0.0219762
3.55141	0.0078136
3.58152	0.0301171
3.60236	0.0208367
3.61048	0.00811768
3.64377	0.0332982
3.65199	0.0082146
3.68068	0.0286901
3.68837	0.00769444
3.70597	0.0175967
3.72262	0.0166496
3.73134	0.00871744
3.75311	0.0217734
3.7701	0.0169864
3.77826	0.00816713
3.79709	0.0188272
3.80503	0.00793464
3.83739	0.032368
3.84524	0.00784178
3.88371	0.0384777
3.89173	0.00801792
3.91971	0.0279767
3.92776	0.00804764
3.95196	0.0242011
3.96019	0.00823034
3.96775	0.00755963
3.99172	0.0239746
3.99992	0.0081993
4.01074	0.0108143
4.01868	0.0079475
4.03542	0.0167411
4.06287	0.0274423
4.08256	0.0196917
4.0909	0.00834516
4.11177	0.0208654
4.1368	0.0250332
4.14523	0.00843054
4.16278	0.0175514
4.17346	0.0106727
4.18189	0.00843243
4.20059	0.0187021
4.22005	0.0194592
4.22829	0.0082369
4.25371	0.0254193
4.26232	0.00860944
4.28613	0.0238179
4.30757	0.0214375
4.32416	0.0165891
4.33264	0.00847827
4.3535	0.0208618
4.36222	0.00871498
4.39187	0.0296569
4.40028	0.00840886
4.42983	0.0295511
4.4383	0.0084645
4.4467	0.00840033
4.46246	0.0157668
4.47921	0.0167445
4.4984	0.0191923
4.51454	0.0161421
4.53648	0.0219405
4.54496	0.00847925
4.57183	0.026867
4.59029	0.0184613
4.61748	0.0271913
4.62594	0.00845316
4.644	0.0180602
4.65285	0.0088509
4.6643	0.0114552
4.68399	0.0196925
4.69226	0.00826895
4.70064	0.00838104
4.72985	0.0292098
4.75346	0.023607
4.77262	0.0191621
4.78551	0.0128831
4.81134	0.0258364
4.81983	0.00848698
4.83871	0.0188791
4.85829	0.0195827
4.86694	0.00864417
4.89318	0.0262402
4.90142	0.0082452
4.90977	0.00834565
4.92996	0.0201962
4.95381	0.0238477
4.9623	0.00849142
4.9887	0.0263983
5.0013	0.0125957
5.02237	0.0210784
5.04516	0.0227855
5.05368	0.00852206
5.0697	0.0160228
5.08407	0.0143663
5.11502	0.0309455
5.12355	0.00853644
5.15145	0.0278995
5.16532	0.0138642
5.18693	0.0216146
5.1952	0.00827267
5.2248	0.0295949
5.23325	0.00845179
5.25434	0.0210894
5.2838	0.0294617
5.30569	0.0218854
5.32179	0.0161009
5.34843	0.026643
5.35698	0.00855118
5.38355	0.0265692
5.40733	0.0237804
5.42018	0.0128528
5.44516	0.0249726
5.46427	0.019118
5.48212	0.0178454
5.49722	0.0150998
5.51393	0.016708
5.53833	0.0244072
5.56011	0.0217708
5.58982	0.0297149
5.61358	0.0237551
5.62425	0.010672
5.63272	0.00846875
5.65499	0.0222754
5.67988	0.0248861
5.6988	0.0189209
5.72023	0.0214358
5.74163	0.0213952
5.76466	0.0230333
5.77293	0.00826493
5.79517	0.0222381
5.82106	0.0258909
5.84292	0.0218672
5.86289	0.0199672
5.88799	0.0250951
5.89778	0.00979213
5.92268	0.0249024
5.94256	0.0198767
5.95972	0.0171597
5.96812	0.00839937
5.99558	0.0274684
6.00365	0.00806443
6.02234	0.0186911
6.04894	0.0266008
6.06665	0.0177084
6.07515	0.00850207
6.10062	0.0254693
6.1144	0.0137784
6.12273	0.00833112
6.14641	0.0236804
